make,model,year,engine_size,mileage,fuel_type,transmission,price,source
Isuzu,D-Max,2014.0,2.5,45780.0,Diesel,Manual,18954.0,dvm_car
Isuzu,D-Max,2018.0,1.9,9.0,Diesel,Automatic,31379.0,dvm_car
Isuzu,D-Max,2017.0,1.9,6000.0,Diesel,Automatic,31194.0,dvm_car
Isuzu,D-Max,2016.0,2.5,22753.0,Diesel,Manual,19980.0,dvm_car
Isuzu,D-Max,2013.0,2.5,45000.0,Diesel,Automatic,15795.0,dvm_car
Isuzu,D-Max,2018.0,1.9,2000.0,Diesel,Automatic,44382.0,dvm_car
Isuzu,D-Max,2016.0,2.5,62000.0,Diesel,Manual,13188.0,dvm_car
Isuzu,D-Max,2018.0,1.9,750.0,Diesel,Automatic,31794.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Manual,25920.0,dvm_car
Isuzu,D-Max,2014.0,2.5,72062.0,Diesel,Automatic,18588.0,dvm_car
Isuzu,D-Max,2017.0,1.9,75.0,Diesel,Manual,19428.0,dvm_car
Isuzu,D-Max,2015.0,2.5,11812.0,Diesel,Manual,16995.0,dvm_car
Isuzu,D-Max,2013.0,2.5,22100.0,Diesel,Automatic,16770.0,dvm_car
Isuzu,D-Max,2016.0,2.5,19989.0,Diesel,Automatic,22440.0,dvm_car
Isuzu,D-Max,2013.0,2.5,124000.0,Diesel,Manual,11994.0,dvm_car
Isuzu,D-Max,2014.0,2.5,36764.0,Diesel,Manual,19194.0,dvm_car
Isuzu,D-Max,2013.0,2.5,32000.0,Diesel,Manual,13500.0,dvm_car
Isuzu,D-Max,2017.0,1.9,13000.0,Diesel,Manual,18750.0,dvm_car
Isuzu,D-Max,2012.0,2.5,75012.0,Diesel,Automatic,13188.0,dvm_car
Isuzu,D-Max,2014.0,2.5,60000.0,Diesel,Automatic,15000.0,dvm_car
Isuzu,D-Max,2014.0,2.5,76638.0,Diesel,Automatic,13495.0,dvm_car
Isuzu,D-Max,2014.0,2.5,69000.0,Diesel,Manual,16740.0,dvm_car
Isuzu,D-Max,2017.0,2.5,11000.0,Diesel,Automatic,22995.0,dvm_car
Isuzu,D-Max,2015.0,2.5,66396.0,Diesel,Manual,17640.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Manual,26399.0,dvm_car
Isuzu,D-Max,2017.0,1.9,7600.0,Diesel,Automatic,31560.0,dvm_car
Isuzu,D-Max,2016.0,2.5,12003.0,Diesel,Automatic,21500.0,dvm_car
Isuzu,D-Max,2012.0,2.5,52500.0,Diesel,Manual,12200.0,dvm_car
Isuzu,D-Max,2014.0,2.5,45000.0,Diesel,Automatic,14200.0,dvm_car
Isuzu,D-Max,2017.0,1.9,6409.0,Diesel,Automatic,27600.0,dvm_car
Isuzu,D-Max,2015.0,2.5,45000.0,Diesel,Manual,16450.0,dvm_car
Isuzu,D-Max,2015.0,2.5,57000.0,Diesel,Manual,19198.0,dvm_car
Isuzu,D-Max,2017.0,2.5,2500.0,Diesel,Automatic,35999.0,dvm_car
Isuzu,D-Max,2015.0,2.5,89000.0,Diesel,Manual,16989.0,dvm_car
Isuzu,D-Max,2015.0,2.5,50900.0,Diesel,Manual,14500.0,dvm_car
Isuzu,D-Max,2017.0,1.9,,Diesel,Manual,19750.0,dvm_car
Isuzu,D-Max,2015.0,2.5,58000.0,Diesel,Manual,13950.0,dvm_car
Isuzu,D-Max,2018.0,1.9,10.0,Diesel,Automatic,32214.0,dvm_car
Isuzu,D-Max,2017.0,1.9,3750.0,Diesel,Automatic,27000.0,dvm_car
Isuzu,D-Max,2014.0,2.5,40100.0,Diesel,Manual,16260.0,dvm_car
Isuzu,D-Max,2013.0,2.5,79000.0,Diesel,Manual,13500.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3677.0,Diesel,Automatic,29877.0,dvm_car
Isuzu,D-Max,2017.0,2.5,1423.0,Diesel,Manual,23100.0,dvm_car
Isuzu,D-Max,2014.0,2.5,9550.0,Diesel,Manual,13990.0,dvm_car
Isuzu,D-Max,2017.0,1.9,2500.0,Diesel,Automatic,41994.0,dvm_car
Isuzu,D-Max,2015.0,2.5,27969.0,Diesel,Manual,22794.0,dvm_car
Isuzu,D-Max,2016.0,2.5,12588.0,Diesel,Manual,22000.0,dvm_car
Isuzu,D-Max,2013.0,2.5,120000.0,Diesel,Automatic,10000.0,dvm_car
Isuzu,D-Max,2016.0,2.5,29725.0,Diesel,Manual,17364.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5500.0,Diesel,Automatic,28220.0,dvm_car
Isuzu,D-Max,2017.0,1.9,15445.0,Diesel,Automatic,35994.0,dvm_car
Isuzu,D-Max,2015.0,2.5,74900.0,Diesel,Automatic,17970.0,dvm_car
Isuzu,D-Max,2018.0,1.9,6032.0,Diesel,Automatic,31794.0,dvm_car
Isuzu,D-Max,2017.0,1.9,3000.0,Diesel,Manual,16750.0,dvm_car
Isuzu,D-Max,2017.0,1.9,6500.0,Diesel,Manual,26220.0,dvm_car
Isuzu,D-Max,2017.0,2.5,25000.0,Diesel,Manual,21900.0,dvm_car
Isuzu,D-Max,2013.0,2.5,60014.0,Diesel,Manual,16788.0,dvm_car
Isuzu,D-Max,2016.0,2.5,15569.0,Diesel,Manual,22995.0,dvm_car
Isuzu,D-Max,2018.0,1.9,5000.0,Diesel,Manual,22788.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Manual,27875.0,dvm_car
Isuzu,D-Max,2018.0,1.9,10.0,Diesel,Manual,30539.0,dvm_car
Isuzu,D-Max,2015.0,2.5,83126.0,Diesel,Manual,14394.0,dvm_car
Isuzu,D-Max,2014.0,2.5,34823.0,Diesel,Manual,16794.0,dvm_car
Isuzu,D-Max,2016.0,2.5,19000.0,Diesel,Automatic,19500.0,dvm_car
Isuzu,D-Max,2014.0,2.5,91000.0,Diesel,Manual,9900.0,dvm_car
Isuzu,D-Max,2014.0,2.5,56000.0,Diesel,Manual,14700.0,dvm_car
Isuzu,D-Max,2014.0,2.5,36255.0,Diesel,Manual,17394.0,dvm_car
Isuzu,D-Max,2016.0,2.5,28873.0,Diesel,Automatic,23999.0,dvm_car
Isuzu,D-Max,2018.0,1.9,10.0,Diesel,Automatic,27120.0,dvm_car
Isuzu,D-Max,2018.0,1.9,100.0,Diesel,Automatic,50394.0,dvm_car
Isuzu,D-Max,2013.0,2.5,72631.0,Diesel,Automatic,15600.0,dvm_car
Isuzu,D-Max,2014.0,,38830.0,Diesel,Manual,12594.0,dvm_car
Isuzu,D-Max,2015.0,2.5,56470.0,Diesel,Manual,12490.0,dvm_car
Isuzu,D-Max,2017.0,1.9,14083.0,Diesel,Automatic,26700.0,dvm_car
Isuzu,D-Max,2014.0,2.5,57000.0,Diesel,Manual,10250.0,dvm_car
Isuzu,D-Max,2019.0,1.9,20142.0,Diesel,Automatic,31500.0,dvm_car
Isuzu,D-Max,2019.0,1.9,14000.0,Diesel,Automatic,28680.0,dvm_car
Isuzu,D-Max,2019.0,1.9,14486.0,Diesel,Automatic,29400.0,dvm_car
Isuzu,D-Max,2019.0,1.9,11519.0,Diesel,Manual,27579.0,dvm_car
Isuzu,D-Max,2019.0,1.9,30926.0,Diesel,Manual,23979.0,dvm_car
Isuzu,D-Max,2019.0,1.9,12000.0,Diesel,Manual,22995.0,dvm_car
Isuzu,D-Max,2019.0,1.9,13000.0,Diesel,Automatic,36000.0,dvm_car
Isuzu,D-Max,2019.0,1.9,10000.0,Diesel,Automatic,27995.0,dvm_car
Isuzu,D-Max,2019.0,1.9,7200.0,Diesel,Automatic,32999.0,dvm_car
Isuzu,D-Max,2019.0,1.9,19500.0,Diesel,Manual,23394.0,dvm_car
Isuzu,D-Max,2019.0,1.9,19200.0,Diesel,Manual,25794.0,dvm_car
Isuzu,D-Max,2019.0,1.9,23688.0,Diesel,Automatic,28494.0,dvm_car
Isuzu,D-Max,2019.0,1.9,19500.0,Diesel,Automatic,32399.0,dvm_car
Isuzu,D-Max,2019.0,1.9,16000.0,Diesel,Automatic,28559.0,dvm_car
Isuzu,D-Max,2019.0,1.9,20895.0,Diesel,Manual,24594.0,dvm_car
Isuzu,D-Max,2019.0,1.9,24900.0,Diesel,Manual,26940.0,dvm_car
Isuzu,D-Max,2019.0,1.9,800.0,Diesel,Manual,21240.0,dvm_car
Isuzu,D-Max,2019.0,1.9,40476.0,Diesel,Automatic,27594.0,dvm_car
Isuzu,D-Max,2019.0,1.9,11250.0,Diesel,Manual,27995.0,dvm_car
Isuzu,D-Max,2019.0,1.9,6150.0,Diesel,Automatic,27995.0,dvm_car
Isuzu,D-Max,2019.0,1.9,44679.0,Diesel,Manual,23994.0,dvm_car
Isuzu,D-Max,2019.0,1.9,12000.0,Diesel,Automatic,34788.0,dvm_car
Isuzu,D-Max,2019.0,1.9,49000.0,Diesel,Automatic,27234.0,dvm_car
Isuzu,D-Max,2019.0,1.9,10383.0,Diesel,Automatic,37788.0,dvm_car
Isuzu,D-Max,2019.0,1.9,18585.0,Diesel,Automatic,27582.0,dvm_car
Isuzu,D-Max,2019.0,1.9,14900.0,Diesel,Manual,32388.0,dvm_car
Isuzu,D-Max,2019.0,1.9,29000.0,Diesel,Automatic,28794.0,dvm_car
Isuzu,D-Max,2019.0,1.9,14817.0,Diesel,Automatic,27900.0,dvm_car
Isuzu,D-Max,2019.0,1.9,23800.0,Diesel,Automatic,25794.0,dvm_car
Isuzu,D-Max,2019.0,1.9,18000.0,Diesel,Automatic,39463.0,dvm_car
Isuzu,D-Max,2019.0,1.9,18000.0,Diesel,Manual,28188.0,dvm_car
Isuzu,D-Max,2019.0,1.9,11200.0,Diesel,Automatic,33600.0,dvm_car
Isuzu,D-Max,2019.0,1.9,46000.0,Diesel,Automatic,29994.0,dvm_car
Isuzu,D-Max,2019.0,1.9,13828.0,Diesel,Manual,24888.0,dvm_car
Isuzu,D-Max,2019.0,1.9,32488.0,Diesel,Manual,25194.0,dvm_car
Isuzu,D-Max,2019.0,1.9,15000.0,Diesel,Automatic,27995.0,dvm_car
Isuzu,D-Max,2019.0,1.9,19000.0,Diesel,Automatic,27468.0,dvm_car
Isuzu,D-Max,2019.0,1.9,,Diesel,Automatic,27990.0,dvm_car
Isuzu,Rodeo,2009.0,2.5,66000.0,Diesel,Manual,8995.0,dvm_car
Isuzu,Rodeo,2007.0,2.5,142000.0,Diesel,Manual,5995.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,62538.0,Diesel,Manual,10500.0,dvm_car
Isuzu,Rodeo,2006.0,3.0,71323.0,Diesel,Automatic,6750.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,55000.0,Diesel,Manual,10495.0,dvm_car
Isuzu,Rodeo,2010.0,2.5,49000.0,Diesel,Manual,10930.0,dvm_car
Isuzu,Rodeo,2008.0,2.5,92000.0,Diesel,Manual,9000.0,dvm_car
Isuzu,Rodeo,2007.0,2.5,125582.0,Diesel,Manual,6250.0,dvm_car
Isuzu,Rodeo,2010.0,2.5,190000.0,Diesel,Manual,4995.0,dvm_car
Isuzu,Rodeo,2007.0,2.5,48000.0,Diesel,Manual,9990.0,dvm_car
Isuzu,Rodeo,2008.0,2.5,122000.0,Diesel,Manual,7450.0,dvm_car
Isuzu,Rodeo,2010.0,2.5,86000.0,Diesel,Manual,7550.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,103000.0,Diesel,Manual,9592.0,dvm_car
Isuzu,Rodeo,2010.0,2.5,119000.0,Diesel,Manual,6995.0,dvm_car
Isuzu,Rodeo,2009.0,3.0,46000.0,Diesel,Manual,12500.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,119000.0,Diesel,Manual,7000.0,dvm_car
Isuzu,Rodeo,2010.0,3.0,190613.0,Diesel,Automatic,6500.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,90460.0,Diesel,Manual,9114.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,71100.0,Diesel,Manual,13194.0,dvm_car
Isuzu,Rodeo,2009.0,3.0,112000.0,Diesel,Automatic,7795.0,dvm_car
Isuzu,Rodeo,2011.0,3.0,93990.0,Diesel,Manual,8990.0,dvm_car
Isuzu,Rodeo,2011.0,3.0,67000.0,Diesel,Manual,10500.0,dvm_car
Isuzu,Rodeo,2007.0,3.0,69000.0,Diesel,Manual,7495.0,dvm_car
Isuzu,Rodeo,2006.0,3.0,57791.0,Diesel,Automatic,7295.0,dvm_car
Isuzu,Rodeo,2010.0,2.5,103000.0,Diesel,Manual,6650.0,dvm_car
Isuzu,Rodeo,2009.0,3.0,159989.0,Diesel,Manual,7250.0,dvm_car
Isuzu,Rodeo,2007.0,2.5,91000.0,Diesel,Manual,7850.0,dvm_car
Isuzu,Rodeo,2011.0,3.0,29000.0,Diesel,Manual,14500.0,dvm_car
Isuzu,Rodeo,2006.0,3.0,45000.0,Diesel,Automatic,6999.0,dvm_car
Isuzu,Rodeo,2010.0,3.0,92000.0,Diesel,Manual,8950.0,dvm_car
Isuzu,Rodeo,2006.0,3.0,72000.0,Diesel,Manual,5995.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,20000.0,Diesel,Manual,10995.0,dvm_car
Isuzu,Rodeo,2009.0,3.0,59000.0,Diesel,Automatic,11999.0,dvm_car
Isuzu,Rodeo,2011.0,3.0,58333.0,Diesel,Manual,14994.0,dvm_car
Isuzu,Rodeo,2003.0,3.0,108000.0,Diesel,Automatic,3750.0,dvm_car
Isuzu,Rodeo,2006.0,3.0,128900.0,Diesel,Manual,4695.0,dvm_car
Isuzu,Rodeo,2007.0,2.5,123473.0,Diesel,Manual,5200.0,dvm_car
Isuzu,Rodeo,2009.0,2.5,96097.0,Diesel,Manual,7794.0,dvm_car
Isuzu,Rodeo,2011.0,3.0,37000.0,Diesel,Automatic,13500.0,dvm_car
Isuzu,Rodeo,2006.0,3.0,125000.0,Diesel,Automatic,3995.0,dvm_car
Isuzu,Rodeo,2006.0,3.0,145000.0,Diesel,Manual,3989.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,187000.0,Diesel,Manual,4995.0,dvm_car
Isuzu,Rodeo,2010.0,2.5,81500.0,Diesel,Manual,9594.0,dvm_car
Isuzu,Rodeo,2011.0,2.5,93000.0,Diesel,Manual,9480.0,dvm_car
Isuzu,Rodeo,2008.0,2.5,143000.0,Diesel,Manual,6000.0,dvm_car
Isuzu,Rodeo,2008.0,2.5,75000.0,Diesel,Manual,7995.0,dvm_car
Isuzu,Rodeo,2007.0,3.0,65777.0,Diesel,Automatic,7750.0,dvm_car
Isuzu,Rodeo,2010.0,2.5,132000.0,Diesel,Manual,8995.0,dvm_car
Isuzu,Rodeo,2011.0,3.0,32354.0,Diesel,Manual,14382.0,dvm_car
Isuzu,Rodeo,2011.0,3.0,34000.0,Diesel,Manual,14500.0,dvm_car
Isuzu,Trooper,2001.0,3.0,132200.0,Diesel,Manual,1795.0,dvm_car
Isuzu,Trooper,2004.0,3.0,113000.0,Diesel,Automatic,3495.0,dvm_car
Jaguar,XK8,2004.0,4.2,20000.0,Petrol,Automatic,29490.0,dvm_car
Jaguar,XK8,2005.0,4.2,37000.0,Petrol,Automatic,14995.0,dvm_car
Jaguar,XK8,2003.0,4.2,61000.0,Petrol,Automatic,6995.0,dvm_car
Jaguar,XK8,2004.0,4.2,14886.0,Petrol,Automatic,32995.0,dvm_car
Jaguar,XK8,2005.0,4.2,103764.0,Petrol,Automatic,9995.0,dvm_car
Jaguar,XK8,2005.0,4.2,132000.0,Petrol,Automatic,6989.0,dvm_car
Jaguar,XK8,2002.0,4.2,118000.0,Petrol,Automatic,8500.0,dvm_car
Jaguar,XK8,2005.0,4.2,72000.0,Petrol,Automatic,13995.0,dvm_car
Jaguar,XK8,2003.0,4.2,49000.0,Petrol,Automatic,13950.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,2058.0,Petrol,Automatic,40800.0,dvm_car
Jaguar,XK8,2005.0,4.2,54000.0,Petrol,Automatic,13999.0,dvm_car
Jaguar,XK8,2000.0,4.0,58782.0,Petrol,Automatic,12995.0,dvm_car
Jaguar,XK8,2005.0,4.2,81000.0,Petrol,Automatic,18995.0,dvm_car
Jaguar,XK8,2001.0,4.0,87000.0,Petrol,Automatic,8000.0,dvm_car
Jaguar,XK8,2003.0,4.2,76192.0,Petrol,Automatic,9795.0,dvm_car
Jaguar,XK8,2002.0,4.2,67000.0,Petrol,Automatic,9750.0,dvm_car
Jaguar,XK8,2001.0,4.0,47000.0,Petrol,Automatic,9995.0,dvm_car
Jaguar,XK8,2004.0,,112000.0,,,9995.0,dvm_car
Jaguar,XK8,2003.0,4.2,72000.0,Petrol,Automatic,10000.0,dvm_car
Jaguar,XK8,2004.0,4.2,58000.0,Petrol,Automatic,8995.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,201.0,Diesel,Automatic,49345.0,dvm_car
Jaguar,XK8,2000.0,4.0,53000.0,Petrol,Automatic,6499.0,dvm_car
Jaguar,XK8,2005.0,4.2,65000.0,Petrol,Automatic,12499.0,dvm_car
Jaguar,XK8,2005.0,4.2,108000.0,Petrol,Automatic,10995.0,dvm_car
Jaguar,XK8,2002.0,4.0,80000.0,Petrol,Automatic,8490.0,dvm_car
Jaguar,XK8,2002.0,4.0,70000.0,Petrol,Automatic,8800.0,dvm_car
Jaguar,XK8,2004.0,4.2,78000.0,Petrol,Automatic,13999.0,dvm_car
Jaguar,XK8,2000.0,4.0,83000.0,Petrol,Automatic,7489.0,dvm_car
Jaguar,XK8,2003.0,4.2,44000.0,Petrol,Automatic,18995.0,dvm_car
Jaguar,XK8,2003.0,4.2,49000.0,Petrol,Automatic,12499.0,dvm_car
Jaguar,XK8,2002.0,4.0,45000.0,Petrol,Automatic,10745.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,4514.0,Diesel,Automatic,41990.0,dvm_car
Jaguar,XK8,2001.0,4.0,91000.0,Petrol,Automatic,8799.0,dvm_car
Jaguar,XK8,2005.0,4.2,47000.0,Petrol,Automatic,13995.0,dvm_car
Jaguar,XK8,2001.0,4.0,28000.0,Petrol,Automatic,14995.0,dvm_car
Jaguar,XK8,2003.0,4.2,98420.0,Petrol,Automatic,9995.0,dvm_car
Jaguar,XK8,2005.0,4.2,49100.0,Petrol,Automatic,17900.0,dvm_car
Jaguar,XK8,2003.0,4.2,39000.0,Petrol,Automatic,15995.0,dvm_car
Jaguar,XK8,2000.0,4.0,107000.0,Petrol,Automatic,4750.0,dvm_car
Jaguar,XK8,2004.0,4.2,71000.0,Petrol,Automatic,15995.0,dvm_car
Jaguar,XK8,2001.0,4.0,62000.0,Petrol,Automatic,6499.0,dvm_car
Jaguar,XK8,2004.0,4.2,70638.0,Petrol,Automatic,6750.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,1962.0,Diesel,Automatic,37925.0,dvm_car
Jaguar,XK8,2001.0,4.0,105000.0,Petrol,Automatic,9490.0,dvm_car
Jaguar,XK8,2004.0,4.2,82919.0,Petrol,Automatic,13500.0,dvm_car
Jaguar,XK8,2002.0,4.0,30579.0,Petrol,Automatic,20000.0,dvm_car
Jaguar,XK8,2003.0,4.2,92000.0,Petrol,Automatic,8995.0,dvm_car
Jaguar,XK8,2003.0,4.2,133000.0,Petrol,Automatic,8995.0,dvm_car
Jaguar,XK8,2004.0,4.2,74000.0,Petrol,Automatic,9999.0,dvm_car
Jaguar,XK8,2001.0,4.0,76000.0,Petrol,Automatic,6989.0,dvm_car
Jaguar,XK8,2000.0,4.0,97834.0,Petrol,Automatic,4000.0,dvm_car
Jaguar,XK8,2002.0,4.0,54183.0,Petrol,Automatic,8995.0,dvm_car
Jaguar,XK8,2005.0,4.2,59000.0,Petrol,Automatic,16999.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,4030.0,Diesel,Automatic,44995.0,dvm_car
Jaguar,XK8,2005.0,4.2,66000.0,Petrol,Automatic,11850.0,dvm_car
Jaguar,XK8,2001.0,4.0,68764.0,Petrol,Automatic,8495.0,dvm_car
Jaguar,XK8,2001.0,4.0,124521.0,Petrol,Automatic,4995.0,dvm_car
Jaguar,XK8,2004.0,4.2,41483.0,Petrol,Automatic,18750.0,dvm_car
Jaguar,XK8,2003.0,4.2,45300.0,Petrol,Automatic,14995.0,dvm_car
Jaguar,XK8,2005.0,4.2,72000.0,Petrol,Automatic,13995.0,dvm_car
Jaguar,XK8,2001.0,4.0,39000.0,Petrol,Automatic,12950.0,dvm_car
Jaguar,XK8,2002.0,4.2,94000.0,Petrol,Automatic,6981.0,dvm_car
Jaguar,XK8,2005.0,4.2,69000.0,Petrol,Automatic,10999.0,dvm_car
Jaguar,XK8,2002.0,4.0,88000.0,Petrol,Automatic,8495.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,2261.0,Diesel,Automatic,43500.0,dvm_car
Jaguar,XK8,2002.0,4.2,59000.0,Petrol,Automatic,9990.0,dvm_car
Jaguar,XK8,2005.0,4.2,59000.0,Petrol,Automatic,18995.0,dvm_car
Jaguar,XK8,2005.0,4.2,46000.0,Petrol,Automatic,16995.0,dvm_car
Jaguar,XK8,2004.0,4.2,82000.0,Petrol,Automatic,16995.0,dvm_car
Jaguar,XK8,2005.0,4.2,110000.0,Petrol,Automatic,5995.0,dvm_car
Jaguar,XK8,2001.0,,14986.0,Petrol,Automatic,18990.0,dvm_car
Jaguar,XK8,2001.0,4.0,56000.0,Petrol,Automatic,12990.0,dvm_car
Jaguar,XK8,2005.0,4.2,17800.0,Petrol,Automatic,34995.0,dvm_car
Jaguar,XK8,2005.0,4.2,134000.0,Petrol,Automatic,6900.0,dvm_car
Jaguar,XK8,2004.0,4.2,52000.0,Petrol,Automatic,13995.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,4413.0,Diesel,Automatic,41440.0,dvm_car
Jaguar,XK8,2005.0,4.2,86139.0,Petrol,Automatic,10999.0,dvm_car
Jaguar,XK8,2000.0,4.0,79000.0,Petrol,Automatic,6950.0,dvm_car
Jaguar,XK8,2003.0,4.2,61160.0,Petrol,Automatic,16995.0,dvm_car
Jaguar,XK8,2000.0,4.0,64000.0,Petrol,Automatic,14490.0,dvm_car
Jaguar,XK8,2004.0,4.2,114500.0,Petrol,Automatic,10995.0,dvm_car
Jaguar,XK8,2002.0,4.2,49000.0,Petrol,Automatic,17000.0,dvm_car
Jaguar,XK8,2003.0,4.2,34000.0,Petrol,Automatic,15995.0,dvm_car
Jaguar,XK8,2005.0,4.2,71000.0,Petrol,Automatic,15995.0,dvm_car
Jaguar,XK8,2003.0,4.2,22000.0,Petrol,Automatic,19750.0,dvm_car
Jaguar,XK8,2002.0,4.0,91000.0,Petrol,Automatic,5000.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,4356.0,Diesel,Automatic,39000.0,dvm_car
Jaguar,XK8,2005.0,4.2,47000.0,Petrol,Automatic,13995.0,dvm_car
Jaguar,XK8,2001.0,4.0,95119.0,Petrol,Automatic,8495.0,dvm_car
Jaguar,XK8,2003.0,4.2,90000.0,Petrol,Automatic,7999.0,dvm_car
Jaguar,XK8,2005.0,4.2,29000.0,Petrol,Automatic,18990.0,dvm_car
Jaguar,XK8,2003.0,4.2,47000.0,Petrol,Automatic,11995.0,dvm_car
Jaguar,XK8,2005.0,4.2,32368.0,Petrol,Automatic,14950.0,dvm_car
Jaguar,XK8,2003.0,4.2,76000.0,Petrol,Automatic,8499.0,dvm_car
Jaguar,XK8,2005.0,4.2,61836.0,Petrol,Automatic,11995.0,dvm_car
Jaguar,XK8,2002.0,4.0,54945.0,Petrol,Automatic,9795.0,dvm_car
Jaguar,XK8,2005.0,4.2,85000.0,Petrol,Automatic,18500.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,5500.0,Petrol,Automatic,38990.0,dvm_car
Jaguar,XK8,2005.0,4.2,57000.0,Petrol,Automatic,12995.0,dvm_car
Jaguar,XK8,2002.0,4.2,52000.0,Petrol,Automatic,21995.0,dvm_car
Jaguar,XK8,2002.0,4.2,56000.0,Petrol,Automatic,14950.0,dvm_car
Jaguar,XK8,2004.0,4.2,81000.0,Petrol,Automatic,10000.0,dvm_car
Jaguar,XK8,2001.0,4.0,92558.0,Petrol,Automatic,3995.0,dvm_car
Jaguar,XK8,2004.0,4.2,116811.0,Petrol,Automatic,7500.0,dvm_car
Jaguar,XK8,2005.0,4.2,75000.0,Petrol,Automatic,11995.0,dvm_car
Jaguar,XK8,2005.0,4.2,76000.0,Petrol,Automatic,8299.0,dvm_car
Jaguar,XK8,2001.0,4.0,44000.0,Petrol,Automatic,12995.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,3002.0,Petrol,Automatic,35995.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,2553.0,Diesel,Automatic,42995.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,2500.0,Diesel,Automatic,46995.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,3692.0,Petrol,Automatic,34900.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,4461.0,Diesel,Automatic,44495.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,3500.0,Diesel,Automatic,36495.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,4500.0,Diesel,Automatic,41995.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,687.0,Diesel,Automatic,34900.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,5000.0,Diesel,Automatic,41990.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,2738.0,Petrol,Automatic,43632.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,50.0,Diesel,Automatic,45995.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,3000.0,Diesel,Automatic,42990.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,4491.0,Diesel,Automatic,43000.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,931.0,Petrol,Automatic,49844.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,1465.0,Diesel,Automatic,39000.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,1146.0,Diesel,Automatic,39500.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,4410.0,Diesel,Automatic,40990.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,3061.0,Diesel,Automatic,39950.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,1722.0,Diesel,Automatic,46306.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,500.0,Diesel,Automatic,44980.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,100.0,Diesel,Manual,35360.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,2935.0,Diesel,Automatic,43945.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,5959.0,Diesel,Automatic,40990.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,2500.0,Petrol,Automatic,45000.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,1000.0,Diesel,Manual,29750.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,2752.0,Diesel,Automatic,39945.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,4400.0,Petrol,Automatic,35990.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,302.0,Diesel,Automatic,41844.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,3398.0,Diesel,Automatic,37000.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,1717.0,Diesel,Manual,36620.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,6561.0,Diesel,Automatic,41760.0,dvm_car
Jaguar,E-PACE,2018.0,2.0,1210.0,Diesel,Manual,33990.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,1624.0,Diesel,Automatic,43980.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,2625.0,Diesel,Automatic,37444.0,dvm_car
Jaguar,E-PACE,2017.0,2.0,4189.0,Diesel,Automatic,42990.0,dvm_car
